logFC	AveExpr	t	P.Value	adj.P.Val	B
MMP3	0.111678863025607	0.291785650994684	5.20284982926778	2.83115737644658e-07	0.000131497148859599	5.33117967552717
WWC2	0.0621115894362883	5.99310684148832	5.194370456616	2.95657363722824e-07	0.000132587035007425	5.27300339477535
RAB27B	0.0932569336676979	6.77837034697085	5.18410234333723	3.11565987664691e-07	0.000135063855652644	5.23257916661457
HR	-0.0939327933774613	5.49063340788445	-5.13714030324486	3.95520792350945e-07	0.000161542524378677	5.0003395791975
DUSP6	0.154977794194558	5.64872944145298	5.13615881292271	3.97490256064411e-07	0.000161542524378677	4.99348331847437
TMEM200B	-0.110373849122351	0.980229486931461	-5.12314121251706	4.2452619935711e-07	0.000163842525917577	4.93145108363751
FOS	-0.279114395340366	5.72803552486975	-5.12136680982698	4.28346472987131e-07	0.000163842525917577	4.92752362900225
GNAL	-0.0944796782616837	6.40265669306853	-5.11382859638242	4.449502721802e-07	0.000165330808277243	4.88066144344263
PIM3	-0.0877569673177702	4.39860413149378	-5.00572582542044	7.63687549442306e-07	0.000275882127236033	4.37399633492281
SCG2	0.114754031428216	7.06224333118841	4.95193209176058	9.95605298044696e-07	0.000349941808137061	4.11769730276296
PGAP1	0.0727226178610023	7.56135806674768	4.94534171513483	1.02831244318474e-06	0.000351926403253094	4.0784363645045
SPRY4	0.150930931962807	3.21358002308192	4.93385986449044	1.08778867079045e-06	0.000362735683682815	4.02077315905246
TSPAN2	0.137750434789516	2.35458631424259	4.89917025338362	1.28834330698053e-06	0.000418872617682046	3.85416394501075
GHR	0.117740087812411	3.37282196525694	4.88980878865356	1.34830544086563e-06	0.000427675908742865	3.81115020501616
HPSE2	-0.211185714499224	3.09584688104454	-4.87141082786407	1.47408692920324e-06	0.000456440488435431	3.72773821115785
MDGA2	0.0590317272556448	6.83892460717624	4.85578339282174	1.58974793019702e-06	0.000472032547263255	3.66356263819175
NRIP3	0.0717843235196721	6.73054597487859	4.85017770961422	1.63333061336766e-06	0.000472032547263255	3.64786948909977
CPNE7	0.129198520427952	5.05096027341401	4.85116246757514	1.62559188665475e-06	0.000472032547263255	3.63422401766283
AP1G1	-0.0387294252854499	8.06593836732262	-4.81820209890838	1.90482627127679e-06	0.000538527514303361	3.47425316939974
PLXNA2	-0.0685417044872091	7.00721831923874	-4.81137609934487	1.96817312840943e-06	0.000544597692233289	3.44530449690007
TRIB2	0.0900922452111114	5.14026184455276	4.80024319820398	2.07586624577554e-06	0.000547250949042314	3.40704999664196
SLC5A8	0.130384713802356	1.58865353438078	4.80069922280478	2.07134555875961e-06	0.000547250949042314	3.3997675304667
PI4KA	-0.0590758571483703	9.39271127769986	-4.79328037337782	2.14608215310711e-06	0.000547250949042314	3.37902800198248
SCMH1	0.0556938046435427	5.55089075448345	4.7954318630136	2.12414501508977e-06	0.000547250949042314	3.37122842750548
PHYH	-0.079493454389231	5.21197808089612	-4.78124919475929	2.27283465464864e-06	0.000555930181127247	3.31914779194918
GRIN3A	0.0982419155704104	4.82386978795335	4.78049796867858	2.28098373396958e-06	0.000555930181127247	3.31811432072546
ADAMTS2	0.176857301568457	2.81938183711875	4.77799301036081	2.30836061367715e-06	0.000555930181127247	3.29294736167797
HUNK	-0.0882404389071357	3.90432541248258	-4.76787064880616	2.42224619350583e-06	0.000572751122664424	3.25383154634015
NUMBL	-0.0836649079862891	5.0763749468523	-4.76365598381562	2.47124334872648e-06	0.000573902138396213	3.23235511865369
KCNC3	-0.116983069147679	3.28032164964872	-4.75724375971659	2.54762269779926e-06	0.000581260231313674	3.20187620950511
VIP	0.146464163476406	5.10660631475576	4.74567257163501	2.69124076083379e-06	0.000603441139562818	3.16199539067586
SERTAD4	-0.117011457289329	3.47401152743175	-4.73258871626374	2.8630217462163e-06	0.000620559963492383	3.10176675342507
PLPPR3	0.124437330801814	3.84556268094992	4.7344171030489	2.838397402165e-06	0.000620559963492383	3.1005952793471
C6orf141	-0.193803547839541	1.16927752273658	-4.71195286711183	3.15558657378887e-06	0.000666169725173096	2.9969100362623
KCNH7	0.0729606770988778	6.10361871340179	4.70879746829426	3.20278356782626e-06	0.000666169725173096	2.9838988123713
IGF1	0.118445386045599	3.53027773279902	4.70560026182683	3.25129812869021e-06	0.000666169725173096	2.97097903238767
SHISA7	0.083103644050487	4.25800664404287	4.70383775675953	3.27834389935242e-06	0.000666169725173096	2.95529406236939
CCDC85A	0.0734724349015776	6.51734941245095	4.69799233408359	3.36959996660975e-06	0.000673703072024279	2.93269567450552
PRSS35	0.1617177770859	2.29459079309974	4.69488974506987	3.41902366425239e-06	0.000673703072024279	2.92136976864157
ARPP19	-0.0754390850103731	10.0244728405085	-4.68468152425019	3.58660737551011e-06	0.000687450570842856	2.87639314123984
PRKDC	-0.0420946939345275	9.3658034486631	-4.68421137844827	3.59451278872081e-06	0.000687450570842856	2.86482328685336
SLC38A11	-0.159183691597851	4.37874881020856	-4.66767710859963	3.88343817791497e-06	0.000731388870036832	2.7982813563505
ABLIM1	-0.0617840134199092	7.79324881070593	-4.66475693053673	3.93673363341624e-06	0.000731388870036832	2.78336757317803
PLXNC1	0.0578718273028379	7.07330310018232	4.66095832332759	4.00711396050299e-06	0.000733979113469597	2.78313454845551
CAMK1D	-0.054539198869477	7.75448930095347	-4.63865378733318	4.44541257663412e-06	0.000802952646654537	2.68026134521823
HDAC9	0.0662525721230385	7.38746224583608	4.62506151495092	4.73472015775935e-06	0.00084349363906384	2.60194800554723
BEND4	0.105196369179606	3.09056497289571	4.59978272876189	5.32156217735149e-06	0.000935228596168326	2.49258961419914
FAM13B	-0.0772177410471482	7.92885592457329	-4.57398497865398	5.99216261683539e-06	0.00102707084815504	2.38697219472313
MYO9B	0.0966117673788945	5.77789704283574	4.5736237285709	6.00210568702674e-06	0.00102707084815504	2.37614376962438
IQSEC1	-0.0529458104138193	7.87544309884812	-4.56047603587537	6.37495437414586e-06	0.00107670495630866	2.32888029007876
POLR2A	-0.0583508955835832	7.39372658818754	-4.52813354107845	7.3890948706815e-06	0.00123198947170786	2.17819025637862
MPPED1	0.0614390455249332	6.62394075560814	4.51249879167814	7.93316696757814e-06	0.00130219390080766	2.11727579883829
SPHKAP	0.101738876956103	5.58954073198597	4.5103626543201	8.01041999727897e-06	0.00130219390080766	2.10884962099055
TMEM196	0.0783787801059819	5.03614897375339	4.47245934213013	9.50722417051174e-06	0.00152643765848772	1.94606642164892
FRAT1	-0.0916372193303742	2.37577500729787	-4.44704626097556	1.0657090662462e-05	0.00169018858616241	1.82939356930929
KDM8	-0.0919032107600455	2.88974121161354	-4.43866176159571	1.10648561459943e-05	0.0017337163154055	1.79291069092883
CGN	0.0977257902667767	2.85679920961745	4.43137326424202	1.14314187940064e-05	0.00175274897911001	1.76300805261087
ANXA1	-0.120876184847502	5.6270439613199	-4.43089497549988	1.14558756804576e-05	0.00175274897911001	1.76019471754528
CCND1	0.094935990396169	4.4031283966726	4.41997310595029	1.20281821681338e-05	0.00181891289647186	1.7158429401183
SLC8A3	0.0711098203800542	4.72482213677448	4.41296931494551	1.24094747703325e-05	0.00185500252170316	1.6849700712792
SLCO3A1	0.067764069983031	4.83571064537862	4.40951669584708	1.26016688752612e-05	0.00186232617866786	1.67058956492023
PRKG2	0.077799025330037	4.85749720467239	4.40226183160369	1.30148424442199e-05	0.00190177557288853	1.64003596186534
MAST3	-0.0613246508565294	7.50733404032013	-4.39222449268181	1.36079042514347e-05	0.00194473400868032	1.60954522813011
DCDC2	0.10806704295537	2.66154228965253	4.39350896352959	1.35305927734988e-05	0.00194473400868032	1.59536715779035
CYP26B1	-0.131246575500878	3.82082399434799	-4.37097420525199	1.49499371211032e-05	0.00211330361152117	1.50827270700802
CHD4	-0.0408335462202293	8.25448549142393	-4.35211024484702	1.62465125082393e-05	0.00225905805719861	1.42569045077031
WBSCR17	0.0425752450121273	7.08533514873216	4.3475307944964	1.65771165253421e-05	0.00226932000433762	1.42047962329221
MC4R	0.130430202782277	1.66104236804884	4.35096705658981	1.63284473184675e-05	0.00225905805719861	1.41119918040959
KNDC1	-0.0558977252918619	7.17931290248222	-4.32414207364188	1.83683759366093e-05	0.00247380520742344	1.3147768274964
FBXO28	-0.0408855118930072	6.74644428607655	-4.32311293637171	1.84512960492175e-05	0.00247380520742344	1.30569994397079
ZNF483	0.0520077753202358	8.95082298702409	4.31430297502667	1.91759191497072e-05	0.00248868481405401	1.27734223737273
GLRA3	0.0760850724341894	6.63992644965266	4.31395985576646	1.92046837078475e-05	0.00248868481405401	1.27072480997492
USP14	-0.0490815538024956	7.61032986224713	-4.31189574671379	1.93785948377864e-05	0.00248868481405401	1.26475501078656
SCN9A	0.103249019998261	4.54355488141436	4.31024104624248	1.95190965808157e-05	0.00248868481405401	1.25386322642315
BBS7	-0.0629961919417336	7.3125958533256	-4.31153890656487	1.94088124376725e-05	0.00248868481405401	1.2500312805596
CPB1	0.175122467227524	0.957897750537682	4.30427870389317	2.00334757327708e-05	0.0025294694359678	1.23133922531313
CIAO1	-0.0359124985894776	6.7826731404695	-4.30019534515212	2.03931938133323e-05	0.00255012966867679	1.20936937766956
KCNS1	-0.109827990340457	5.4740592820423	-4.29438571572925	2.09156313730392e-05	0.00258330133810896	1.19226393803298
DPP4	-0.107467208902599	3.71577117895804	-4.2928512017401	2.10557433171511e-05	0.00258330133810896	1.18611133088734
FAM189A1	0.0686602334810049	4.38537572653232	4.28907118649252	2.14047181787988e-05	0.00260157345715213	1.16839611161844
LPL	0.174319567200922	5.5814673914769	4.2846024139826	2.18244036831084e-05	0.0026101477072929	1.14852031037188
MRGPRX3	0.0608693331343692	0.581602302695476	4.28405163654899	2.1876670518641e-05	0.0026101477072929	1.14689271482706
ADAM23	-0.056376775983244	7.71836321739007	-4.28099137465606	2.21692619335144e-05	0.00262101137677596	1.13005707175394
PCP4	0.140029020586433	3.37258738045582	4.27159100359077	2.30915721396598e-05	0.00270545851960609	1.08276261693114
PDLIM3	0.0853728605308251	4.65251532361942	4.26598429509986	2.36589846754182e-05	0.00274718835449833	1.07138655637677
MAP4K3	-0.0347165564614918	7.95474028002988	-4.25973871796306	2.43067130720197e-05	0.00279742303983731	1.04696872341501
SOCS2	-0.0876306875776697	4.08867071680315	-4.2446559139317	2.59414441169432e-05	0.0029593726380776	0.997764862566891
CAMK2G	-0.061349430718096	8.66836762632941	-4.24062912004239	2.63953102029459e-05	0.00298496529729836	0.969827582756833
DNAH14	0.0971087711685446	5.91416231088003	4.2383699020161	2.66532563475098e-05	0.00298815171378762	0.956900657619987
ABCD2	-0.0611655717944426	6.23964237106889	-4.22776798257477	2.78961774868848e-05	0.00310076742065758	0.920146862351718
STK24	-0.0476337741584557	6.76707442271879	-4.21325541691101	2.96874330153478e-05	0.00327190734207287	0.852641600748351
GABRA1	0.0480572539706176	9.16774326531393	4.20169113445118	3.11927437709241e-05	0.00331408451014101	0.824196734450707
KIAA0922	0.0685862074627557	4.50026457239983	4.20398868529847	3.08880001125935e-05	0.00331408451014101	0.819281176506053
VWA7	-0.110755901178197	3.49678357402405	-4.20412708450484	3.08697339507487e-05	0.00331408451014101	0.817897593962505
TMEM155	-0.0777431334841873	6.01450101040988	-4.20055659118746	3.13442825641941e-05	0.00331408451014101	0.804550480749382
SLC43A2	-0.070399678701354	5.60704200976646	-4.20067295136498	3.13287083285719e-05	0.00331408451014101	0.804206067191538
CACNA2D3	0.0493795659984253	7.62205924205339	4.19447450924602	3.21686895272518e-05	0.00337373863515949	0.780341812733086
ARHGEF28	0.0848656721018207	6.06109816799231	4.19259702206831	3.24273225217175e-05	0.00337373863515949	0.772874524018714
HECTD4	-0.0350344057437845	8.99116863405543	-4.18742051289421	3.31507131043183e-05	0.00342162717398142	0.749405415436578
NEDD9	0.103258973741289	4.89235142112076	4.18287158859086	3.37990692800087e-05	0.00346107792115365	0.727487573526885
CFAP58	0.109280521729384	2.22564034006053	4.17297484199431	3.52516240486938e-05	0.00358162008400987	0.679969558409354
RBFOX2	0.0389041599645098	8.37723048553194	4.16469333097139	3.65126111840165e-05	0.00368098068564445	0.661959376074169
CHRNA2	-0.142040365716196	2.31359771859403	-4.1528090884818	3.83974313371275e-05	0.00381077795181012	0.610973858324947
COX7A1	-0.14325796739718	5.96486483455995	-4.15254408888391	3.84404973906586e-05	0.00381077795181012	0.609666277753789
KCNA2	-0.0616833378053369	7.07589356538048	-4.15108052209968	3.86791764428248e-05	0.00381077795181012	0.604249056564771
CELSR2	-0.0587986000126887	7.99882504146538	-4.1451980313983	3.96528010104122e-05	0.00387732839955196	0.581284044508828
SPICE1	0.0474942919150501	5.75135398007253	4.13220121894363	4.18872879177631e-05	0.00404944015278087	0.529955179747459
AQR	-0.0317078705504872	7.35785859436398	-4.13136145872726	4.20357109285211e-05	0.00404944015278087	0.519514055111727
CACNA1H	-0.140767136495421	3.34817822561918	-4.12760269721911	4.27062056924845e-05	0.00408378091934383	0.501241364811042
PNOC	0.106265322094454	1.20533647534806	4.11848929387697	4.43743688396773e-05	0.00421232603474455	0.468981794938422
ATP1B2	-0.150283827674446	6.08457761161432	-4.11026868292272	4.59321220087035e-05	0.00432860323712456	0.433320828019157
AMIGO2	0.121400669391351	3.23677512899599	4.09512849186727	4.89381500411997e-05	0.00457870964953814	0.373014213105344
TACR3	0.131257471944672	1.4571113489647	4.08733072138465	5.05584354740422e-05	0.00469651752385656	0.341572866120943
NPTX2	-0.17036343487082	5.00554615538203	-4.08160088295233	5.17813933931355e-05	0.00474237338787132	0.330688409409763
ART3	-0.139219339922616	4.64435682716896	-4.08401645557901	5.12624322173294e-05	0.00472814135451326	0.327378646121989
GAD1	0.0866858463625917	8.14217946973119	4.07952946301519	5.22303900518483e-05	0.00475004351485516	0.324991892940735
CD160	-0.0712138673681494	2.88780063224744	-4.06691049034742	5.50466057655539e-05	0.0049543362244502	0.271186743620157
ANKRD34C	0.0820243993546437	3.24477335817893	4.06538838345852	5.53958897346601e-05	0.0049543362244502	0.264868268897978
HSPA12A	-0.0358196357573027	7.74191257423037	-4.06441822009277	5.56196146689527e-05	0.0049543362244502	0.258795619297743
PNMT	-0.112818824764495	2.07299431245967	-4.06156382899618	5.62828415669758e-05	0.00497930853454776	0.2551554097066
NEURL1	0.0491840853455947	5.96368290901626	4.05326662537454	5.82536475911688e-05	0.00510199626409969	0.216583808759022
SLC30A4	-0.0497462563040823	5.76748761879262	-4.05243711010619	5.84542440100618e-05	0.00510199626409969	0.210560124559825
KIAA0355	0.0414778446800086	5.40849165222876	4.04654017223988	5.98992882643671e-05	0.00518217842246168	0.179608469054354
AUH	-0.0528083989005463	6.14867376761119	-4.04477042214888	6.03395418163463e-05	0.00518217842246168	0.179587724346934
PTBP3	0.048317859913579	6.3801216474434	4.04385556925825	6.05683291206594e-05	0.00518217842246168	0.16831964325731
MAL2	0.0603604818513852	5.92113300954142	4.03995263019225	6.15536658089104e-05	0.00521172200257629	0.165969355379904
PARM1	0.0624887408891753	6.79791795558277	4.03900222027334	6.17959006054549e-05	0.00521172200257629	0.165751722436378
FSTL4	-0.0653585804010628	5.28621396738209	-4.03775221949881	6.21158716185563e-05	0.00521172200257629	0.160626349236625
FAM170B	-0.00492504778507987	0.0204385312062745	-4.02353093030221	6.58687001714117e-05	0.00542166104891905	0.157610458136244
SOST	-0.0344593364638036	0.120652693458449	-4.03337957180584	6.32475874795297e-05	0.00527265945622617	0.149918809302804
ANKRD55	0.136081755326687	3.06590526309413	4.02667021805174	6.50222184724738e-05	0.00538607612251288	0.102905041835256
CD70	-0.0254416517028013	0.0858200402993543	-4.00708548011886	7.04766951903135e-05	0.00572558674710821	0.0821004369966518
S100A9	0.306424316124015	4.0700765180305	4.00881610660603	6.99777454234763e-05	0.00572365144171264	0.0356404295078363
ADAT2	0.0809867147737249	2.28362077442261	4.00568844956129	7.08819274344038e-05	0.00572558674710821	0.027326624688456
LINGO2	0.0636081923165918	5.05118408915296	3.99959801164537	7.26745276060773e-05	0.00583414957726565	-0.00110704848516541
VGF	0.179891596850932	4.14822140262915	3.99657812407242	7.35792394382754e-05	0.00585153338176116	-0.00354915676747947
ZNF790	-0.0474862345269362	4.52476655736641	-3.995876487291	7.37909630610403e-05	0.00585153338176116	-0.00487585585966155
LRP1	-0.0464068851069963	9.32027335454124	-3.99435976168018	7.42506216026073e-05	0.00585229899358732	-0.0115427818827474
HIST2H2AB	0.114933132690259	2.22052752073595	3.99189095730953	7.50046296493175e-05	0.00587611571439382	-0.0266701330773529
OSTN	0.134860714882411	2.02726831920586	3.98322155441862	7.77103186321509e-05	0.00605163289707259	-0.0533210531112323
HECW2	-0.0379291137508527	7.27662151614287	-3.97816830674965	7.93298459612516e-05	0.00613165675048537	-0.0838497679103405
ZMIZ1	-0.0552140123550129	5.65263765538325	-3.97516710894526	8.03067991324112e-05	0.00614347013362946	-0.0869794587606618
GSE1	-0.0654649968943569	5.02940285173018	-3.97708588331191	7.96808912596715e-05	0.00613165675048537	-0.089804152159175
RSPO2	-0.0839010539806937	5.70675129793691	-3.96757803407124	8.28283408955723e-05	0.00629931329442642	-0.106283759136062
MYRIP	0.0557231763547866	6.96288608401629	3.95548930955438	8.70005048608129e-05	0.00655208368899783	-0.165238927191761
TBKBP1	0.0622298693652178	4.54817010479082	3.95503931649966	8.71595907878989e-05	0.00655208368899783	-0.171137653626834
DNALI1	0.08884626198875	3.233494420851	3.95170431681138	8.83472326987524e-05	0.00660319403015675	-0.188322828699389
RPAP2	-0.0387036565594721	6.48720386530502	-3.94324419565774	9.1429163893152e-05	0.00679449300817395	-0.2103513328225
F2R	0.0961663851502156	2.00468885248675	3.9360565706826	9.41272848993187e-05	0.00695525761429341	-0.242896451660001
SLC24A2	-0.0637964428137206	7.24096382577994	-3.92843965076207	9.70687710380338e-05	0.00713208682118435	-0.273349975159861
FBLN7	-0.125627994789257	3.69135215603982	-3.92421962361308	9.87357085163549e-05	0.00721380836660222	-0.291672351547592
PPFIA4	-0.0583724700792915	7.37230410431684	-3.91824714270478	0.000101141253845629	0.00730745559034671	-0.310666007433102
GADD45A	-0.129922403151024	3.74554506281066	-3.91859092552334	0.000101001296298626	0.00730745559034671	-0.312556155030536
MAP1A	-0.0647470334161276	9.85781422148244	-3.91275862553762	0.000103400700200294	0.00742942600057913	-0.340338074501166
CBFB	0.0595766490295013	5.39810346626181	3.91030922846902	0.000104424382345471	0.00746175325496069	-0.34728053254427
C8orf4	0.118414002224745	2.80806380946417	3.90751227789699	0.000105605047094956	0.00749336392816756	-0.347482770159306
CELF5	0.0566309624139069	5.96634154185234	3.90653830475224	0.000106019143620364	0.00749336392816756	-0.349713394649212
SLC22A17	0.046315311658924	8.54815662209677	3.90076110298858	0.000108507155617947	0.00758675031619035	-0.36698837404029
TEX9	0.074541098860889	3.72627380352608	3.90328430399541	0.000107413792560678	0.00755089930946819	-0.373212163464182
STXBP1	-0.051672206190241	8.99792725407141	-3.89894797088966	0.000109299322412038	0.00760127105865539	-0.385478246361755
PSMD6	-0.042306839744337	7.12181346739215	-3.89500606671067	0.000111040481625906	0.00768128438055803	-0.391824734086947
ACSBG1	-0.0867036728845003	6.69732093079618	-3.89289963057528	0.000111981630636154	0.00770540267948773	-0.406175384537548
E2F1	-0.0789607000738986	2.95516631275759	-3.88759781259305	0.000114383978303718	0.00782928230442029	-0.416246962051559
MCC	-0.0653049199744319	5.84881379611385	-3.88420147712446	0.00011594844775296	0.00789481446611124	-0.442654715647991
LIPH	-0.119042363700355	1.36855106933189	-3.88277638052624	0.000116610905612771	0.00789856680986505	-0.445874995574577
AKAP6	-0.0366634643525066	9.42340731654923	-3.88097051571415	0.000117455506857971	0.00791455371340887	-0.448899144649467
UBR3	-0.0297731534962326	9.46202070200002	-3.87872277414268	0.000118514856543764	0.00794477169768891	-0.462407959232005
NUDT1	0.0900644553607488	2.33276799957643	3.87572795247058	0.000119940346144647	0.00799829761408006	-0.464700140649343
NYAP2	0.0668614561435155	3.4522220318318	3.87447120528267	0.000120543355044959	0.00799829761408006	-0.4711733075424
SEMA6D	-0.0525046771840254	7.02898623621722	-3.86788751967051	0.000123749447594049	0.00816934805056144	-0.499985947763476
SLC16A10	0.090834660592281	3.76705811380767	3.86431833665422	0.000125521082625679	0.00824445292700484	-0.516641434382578
EPB41L1	-0.0486279880278743	8.38414076288855	-3.85439248819152	0.000130574877837084	0.00853329792096121	-0.553641855845343
CD244	-0.121055853029837	0.918475248633705	-3.84461168591268	0.000135742483139367	0.00882665496613735	-0.596029554183459
ATG2B	-0.0313239115629742	8.16137443838007	-3.83971139623981	0.000138403593929131	0.00891058781707103	-0.602023831990239
RBP4	0.0841727744294703	4.81561362528948	3.84034981819185	0.000138054126651062	0.00891058781707103	-0.60361680310762
SLC39A14	-0.0770205357078708	6.11816696506719	-3.82957479298215	0.000144065501025271	0.00922941793514113	-0.620952454282932
WTIP	0.0971742871862369	3.31749917125146	3.82400032512735	0.000147271701064806	0.00938857094288141	-0.669540626044997
PMEPA1	0.0869229549808625	5.04536884481378	3.82123427963956	0.000148887513635471	0.00944527860892343	-0.675157112660877
CCSER1	0.0497050439554798	6.97270570370662	3.81474473121468	0.000152744397836122	0.00964291696047944	-0.697267665241352
JAM2	-0.0754343996396755	6.20983274317942	-3.81050469553463	0.000155315085173602	0.00973738175790076	-0.716596865137904
OR51E1	-0.0496166167855609	0.220465716684389	-3.80633086579361	0.000157885479794113	0.009777622212964	-0.720015638305425
SLC6A11	-0.0884942368019967	5.46478804860939	-3.80859378661536	0.000156486950203865	0.00973738175790076	-0.72361786390067
TPRG1	0.103893391839018	1.57654280143399	3.8097583161747	0.000155771813047495	0.00973738175790076	-0.723856085253105
PSMD1	-0.0349985310085771	8.42696910529858	-3.80090750133176	0.000161285392491744	0.00989394589318458	-0.741044332231008
RBFOX3	-0.0640355176588086	5.60152709604051	-3.80182449905263	0.000160705713482776	0.00989394589318458	-0.748856622519264
VAT1L	0.0934162442779531	5.21847491598379	3.79621794527883	0.00016428086661127	0.0100303881233782	-0.765791081486443
CLEC4D	0.0805730146190946	0.340468872967052	3.78677724970354	0.00017047107102851	0.0102637790681749	-0.785037352224228
COL5A3	-0.129027661810123	6.22179560570802	-3.78968996809439	0.000168538130587302	0.0101985329710596	-0.796398073238763
TRAPPC11	-0.035187177819403	7.84193078027354	-3.78959140774293	0.000168603197906791	0.0101985329710596	-0.797981550074101
PKN1	0.0567311385847073	6.32610463352149	3.78069492903008	0.000174575056360226	0.0104624359814043	-0.830087358597267
RDH12	0.084522922395353	1.80229963634619	3.77399381104226	0.000179204386447102	0.0106295375906462	-0.844520130923121
ZNF98	-0.15090156929232	2.69942861232259	-3.77312168216332	0.000179815322563796	0.0106295375906462	-0.850568402661847
COL11A1	0.0719820129342783	6.29715451059919	3.77378329745246	0.000179351674124625	0.0106295375906462	-0.852786751458194
PLCL1	-0.0451850176927323	6.72205563163685	-3.76760355843984	0.000183726589701379	0.0108116031631965	-0.868265024173428
FPR3	0.121696940476519	1.06390264828784	3.76302456528906	0.000187032952348187	0.0109565925463431	-0.880206019029743
BAIAP3	0.109474188301433	7.74079521177645	3.75379587373429	0.000193867911598678	0.0113060636338153	-0.926478440716823
NCAN	-0.0818969394225197	6.978170049845	-3.75014173616723	0.000196638749481171	0.0114164595401903	-0.932474928563125
PI15	-0.160756020042958	2.92913160385218	-3.74887628126956	0.000197606980022179	0.0114169693091527	-0.934771009295258
RNF150	0.0528390153498229	5.35418658939517	3.74783986591272	0.000198403311331681	0.0114169693091527	-0.952442560883501
ZNF385A	-0.0916455909199322	4.59490809492951	-3.73741078769477	0.000206586586000727	0.0118355002244029	-0.982131771547126
FIBCD1	0.114343128263034	0.942802458951815	3.73332352363864	0.000209879588064966	0.0119229912164132	-0.999207985758503
SMAD3	-0.0579208105153918	5.64549490693669	-3.7332400818836	0.000209947327071021	0.0119229912164132	-1.00224515659323
TSPAN19	0.124201237061464	2.03504780421692	3.71443603116303	0.000225749146202081	0.0127646419406872	-1.07090406948447
ADGRB1	-0.0621117437129515	5.99835431044373	-3.71095202981553	0.00022879718351094	0.0128809842924665	-1.07907312014917
PLPPR4	0.0536845265140693	7.31983767464247	3.69786811027093	0.000240593254114541	0.0134549671967803	-1.1226513068314
BEGAIN	0.0752953843790004	4.17499038104321	3.69736108246198	0.000241061696028436	0.0134549671967803	-1.12398591318676
